1	1.87438872
2	1.57265343
3	1.42528286
4	1.32866777
5	1.25915301
6	1.20088422
7	1.15468115
8	1.11573908
9	1.07763756
10	1.0476561
11	1.01708668
12	0.99075627
13	0.96666543
14	0.94525929
15	0.92226499
16	0.90272613
17	0.88466511
18	0.86647099
19	0.84977411
20	0.83155287
21	0.81854142
22	0.80207865
23	0.78932399
24	0.77548647
25	0.75919567
26	0.7459683
27	0.73820863
28	0.72393474
29	0.70963552
30	0.69777932
31	0.6897956
32	0.67828464
33	0.67083776
34	0.65586745
35	0.6515771
36	0.6386455
37	0.62664486
38	0.62419064
39	0.61547278
40	0.60161267
41	0.5952958
42	0.58756464
43	0.57970402
44	0.57185114
45	0.56686971
46	0.55761823
47	0.55292856
48	0.54452906
49	0.53627987
50	0.52728715
51	0.5273649
52	0.5124654
53	0.51250383
54	0.50533882
55	0.50031493
56	0.4932601
57	0.48302526
58	0.48197991
59	0.47873382
60	0.46877126
61	0.4638954
62	0.45927153
63	0.44871929
64	0.44723421
65	0.44345308
66	0.44103379
67	0.43348539
68	0.42839726
69	0.42025563
70	0.41701647
71	0.41290619
72	0.40368861
73	0.40922361
74	0.40657685
75	0.40032957
76	0.39519789
77	0.38452357
78	0.38639741
79	0.38392337
80	0.38172315
81	0.37123953
82	0.35796668
83	0.36131651
84	0.36673823
85	0.36481026
86	0.35232554
87	0.34755753
88	0.35105688
89	0.34128728
90	0.33803675
91	0.33002587
92	0.33278162
93	0.33124774
94	0.33298609
95	0.3250597
96	0.32029631
97	0.32280593
98	0.3147094
99	0.30901476
100	0.30310859
101	0.30079913
102	0.30570206
103	0.30369708
104	0.30369239
105	0.29285924
106	0.28956215
107	0.28088227
108	0.28628376
109	0.28865444
110	0.28659393
111	0.28239999
112	0.27633225
113	0.26834935
114	0.26214083
115	0.27023823
116	0.26666493
117	0.26586465
118	0.26039069
119	0.26216281
120	0.26958796
121	0.26028613
122	0.24608035
123	0.24390896
124	0.24633742
125	0.25123166
126	0.25962803
127	0.26790033
128	0.25463651
129	0.22639667
130	0.22737278
131	0.22531485
132	0.24845155
133	0.25223325
134	0.23293361
135	0.21321816
136	0.21292884
137	0.2296883
138	0.22992019
139	0.22643304
140	0.21031565
141	0.20776799
142	0.21010176
143	0.22855429
144	0.21953402
145	0.20850432
146	0.20766154
147	0.21294538
148	0.2042225
149	0.2035286
150	0.1996433
151	0.20232448
152	0.20330568
153	0.20670033
154	0.19772414
155	0.20453214
156	0.20205725
157	0.19065895
158	0.1938166
159	0.19298655
160	0.19130534
161	0.18975642
162	0.18729595
163	0.18250605
164	0.179956
165	0.18082914
166	0.17102074
167	0.17309202
168	0.20682218
169	0.19182992
170	0.17268916
171	0.17346348
172	0.16871076
173	0.1531024
174	0.16344718
175	0.21784194
176	0.21085705
177	0.17801659
178	0.16107671
179	0.14037235
180	0.13420591
181	0.13998886
182	0.18716523
183	0.21647403
184	0.18422459
185	0.15922502
186	0.1437852
187	0.13449776
188	0.13258308
189	0.13312755
190	0.14817579
191	0.24376707
192	0.20921955
193	0.15870063
194	0.13448565
195	0.12644185
196	0.1219276
197	0.12060964
198	0.15933684
199	0.21425374
200	0.20330455
